grid_id,nearest_shelter_id,nearest_shelter_distance_m,current_covered,shelter_count
라마48a23b,SHELTER_066,367.7133027369226,False,0
라마48a24a,SHELTER_066,867.0912560340583,False,0
라마48a24b,SHELTER_099,1091.4514070847572,False,0
라마48a25a,SHELTER_099,1170.7598019212726,False,0
라마48a25b,SHELTER_099,1431.8138334162645,False,0
라마48a26a,SHELTER_052,1744.169467974535,False,0
라마48a26b,SHELTER_052,2022.7096356017012,False,0
라마48a27a,SHELTER_052,2374.9908224869755,False,0
라마48a27b,SHELTER_052,2773.0504041287736,False,0
라마48a28a,SHELTER_052,3199.8493215744,False,0
라마48a28b,SHELTER_052,3645.3069579558787,False,0
라마48a29a,SHELTER_071,3882.1141439205126,False,0
라마48a29b,SHELTER_071,3766.0306908699968,False,0
라마48a30a,SHELTER_071,3714.1841772752464,False,0
라마48a30b,SHELTER_071,3729.25475676694,False,0
라마48a31a,SHELTER_012,3730.4453127877737,False,0
라마48a31b,SHELTER_012,3548.9557086491454,False,0
라마48a32a,SHELTER_012,3431.31913587274,False,0
라마48a32b,SHELTER_012,3384.200851376812,False,0
라마48a33a,SHELTER_012,3410.5248559001334,False,0
라마48a33b,SHELTER_012,3508.6385084482154,False,0
라마48a34a,SHELTER_012,3672.7930207430427,False,0
라마48a34b,SHELTER_012,3894.6467058607377,False,0
라마48a35a,SHELTER_058,3677.882050060775,False,0
라마48a35b,SHELTER_058,3291.0571819207066,False,0
라마48a36a,SHELTER_058,2938.5878198863616,False,0
라마48a36b,SHELTER_058,2634.3005477160523,False,0
라마48a37a,SHELTER_058,2396.618529555696,False,0
라마48a37b,SHELTER_058,2246.780224392747,False,0
라마48a38a,SHELTER_058,2202.785140960175,False,0
라마48a38b,SHELTER_058,2270.7935568315215,False,0
라마48a39a,SHELTER_058,2441.4635729947245,False,0
라마48a39b,SHELTER_058,2695.3636820979805,False,0
라마48b13b,SHELTER_016,617.8181197905624,False,0
라마48b14a,SHELTER_016,693.5406825725985,False,0
라마48b14b,SHELTER_016,1039.373911364426,False,0
라마48b15a,SHELTER_016,1476.3460220648499,False,0
